index,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,poutcome,y
13703,52,housemaid,married,basic.6y,no,no,no,cellular,aug,tue,144,1,nonexistent,no
13704,30,technician,single,professional.course,no,no,no,cellular,aug,tue,129,2,nonexistent,no
13705,51,entrepreneur,married,basic.4y,unknown,no,no,cellular,aug,tue,148,2,nonexistent,no
13706,40,technician,single,basic.9y,unknown,yes,yes,cellular,nov,mon,99,1,failure,no
13707,41,housemaid,married,university.degree,no,yes,no,cellular,aug,thu,46,1,nonexistent,no
13710,33,technician,married,professional.course,no,yes,no,cellular,may,wed,221,1,nonexistent,no
13711,27,admin.,single,high.school,no,yes,no,cellular,may,mon,94,1,nonexistent,no
13712,60,retired,married,basic.4y,unknown,no,no,telephone,may,tue,188,2,nonexistent,no
13713,37,entrepreneur,married,university.degree,no,no,yes,telephone,may,fri,253,2,nonexistent,no
13715,38,admin.,single,university.degree,no,no,no,cellular,may,thu,219,2,nonexistent,no
13716,57,blue-collar,divorced,basic.6y,unknown,yes,no,cellular,jul,tue,256,5,nonexistent,no
13717,30,admin.,single,high.school,no,yes,no,cellular,may,thu,284,7,nonexistent,no
13718,29,admin.,single,high.school,no,yes,no,cellular,aug,thu,788,3,nonexistent,yes
13719,51,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,fri,586,1,nonexistent,no
13720,28,technician,single,professional.course,no,yes,no,cellular,jun,tue,318,1,nonexistent,yes
13722,29,admin.,single,high.school,no,yes,no,cellular,jul,mon,231,2,nonexistent,no
13723,50,management,married,university.degree,unknown,unknown,unknown,telephone,may,mon,93,4,nonexistent,no
13724,49,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,252,1,nonexistent,no
13725,47,admin.,divorced,university.degree,no,yes,no,telephone,may,mon,208,2,nonexistent,no
13726,45,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,135,1,nonexistent,no
13727,35,blue-collar,married,basic.4y,unknown,no,yes,cellular,jul,mon,180,4,nonexistent,no
13728,27,management,single,university.degree,no,no,no,cellular,jul,wed,435,3,nonexistent,no
13729,45,blue-collar,married,basic.6y,unknown,no,no,cellular,aug,mon,160,1,nonexistent,no
13730,54,technician,married,professional.course,unknown,no,yes,cellular,jul,thu,157,1,nonexistent,no
13731,33,admin.,married,university.degree,no,yes,yes,cellular,nov,wed,84,3,nonexistent,no
13732,48,blue-collar,married,basic.4y,unknown,no,yes,cellular,aug,thu,37,3,nonexistent,no
13733,35,management,married,professional.course,no,yes,no,cellular,nov,mon,142,3,nonexistent,no
13734,54,technician,divorced,university.degree,no,no,yes,telephone,may,thu,155,2,nonexistent,no
13736,29,student,single,university.degree,no,yes,no,cellular,may,mon,556,1,failure,yes
13737,32,self-employed,single,university.degree,no,no,no,cellular,may,mon,119,1,nonexistent,no
13738,36,admin.,single,high.school,no,no,no,cellular,jul,tue,90,1,nonexistent,no
13739,43,entrepreneur,married,basic.6y,no,yes,no,cellular,may,mon,195,3,failure,no
13740,47,unemployed,divorced,basic.9y,no,no,no,cellular,apr,wed,125,2,nonexistent,no
13741,43,blue-collar,married,basic.4y,no,yes,no,cellular,may,thu,493,5,nonexistent,no
13742,38,services,married,high.school,no,no,no,cellular,apr,mon,95,3,failure,no
13743,38,unemployed,married,basic.4y,unknown,no,no,telephone,jun,thu,55,1,nonexistent,no
13745,36,technician,married,professional.course,no,yes,no,telephone,may,fri,84,1,nonexistent,no
13746,30,technician,married,professional.course,no,yes,no,cellular,aug,thu,169,4,nonexistent,no
13747,49,blue-collar,married,basic.9y,no,yes,no,cellular,may,fri,86,1,failure,no
13748,56,unknown,married,unknown,no,no,no,telephone,oct,fri,235,1,nonexistent,yes
13749,43,admin.,married,high.school,no,no,no,cellular,jul,mon,155,2,nonexistent,no
13750,42,blue-collar,married,basic.6y,unknown,no,no,cellular,jul,tue,211,2,nonexistent,no
13751,48,blue-collar,married,basic.4y,no,no,no,cellular,may,wed,79,2,failure,no
13752,32,blue-collar,divorced,basic.9y,no,no,no,telephone,may,mon,287,1,nonexistent,no
13753,36,technician,married,university.degree,no,no,no,telephone,jun,mon,1093,1,nonexistent,yes
13754,25,blue-collar,married,high.school,no,no,yes,telephone,jun,wed,29,1,nonexistent,no
13755,59,admin.,married,high.school,no,yes,no,cellular,apr,thu,147,3,failure,no
13756,44,blue-collar,divorced,basic.4y,no,no,no,telephone,jul,wed,71,1,nonexistent,no
13757,40,blue-collar,married,basic.9y,no,no,no,telephone,jun,fri,231,1,nonexistent,no
13758,37,management,married,high.school,no,yes,no,telephone,nov,mon,188,2,failure,no
13759,51,entrepreneur,divorced,university.degree,no,yes,no,telephone,nov,wed,89,3,nonexistent,no
13760,48,blue-collar,married,basic.4y,no,no,no,telephone,jun,fri,29,2,nonexistent,no
13761,57,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,365,4,nonexistent,no
13762,28,management,single,university.degree,no,yes,no,cellular,may,tue,193,2,nonexistent,no
13763,55,entrepreneur,married,professional.course,unknown,yes,no,cellular,jul,fri,168,2,nonexistent,no
13764,40,unemployed,divorced,basic.4y,no,no,no,cellular,nov,tue,108,1,nonexistent,no
13765,42,blue-collar,married,basic.4y,unknown,no,no,telephone,may,wed,332,2,nonexistent,no
13767,39,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,wed,85,1,nonexistent,no
13768,35,blue-collar,married,high.school,no,no,no,telephone,jul,fri,260,3,nonexistent,no
13769,27,student,single,university.degree,no,yes,no,telephone,may,mon,354,2,nonexistent,no
13770,26,technician,single,university.degree,no,yes,no,cellular,jul,thu,261,1,nonexistent,no
13771,34,entrepreneur,married,professional.course,no,yes,no,cellular,nov,wed,203,1,nonexistent,no
13772,29,services,single,university.degree,no,no,no,cellular,jul,fri,246,1,nonexistent,no
13773,33,self-employed,married,basic.9y,no,yes,no,telephone,may,wed,48,1,nonexistent,no
13774,40,management,married,unknown,no,yes,no,telephone,jun,fri,170,1,nonexistent,no
13775,29,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,193,1,nonexistent,no
13776,35,admin.,married,high.school,no,yes,yes,telephone,jun,mon,172,1,nonexistent,no
13777,49,management,married,university.degree,no,no,no,cellular,jul,mon,549,3,nonexistent,no
13778,26,admin.,single,university.degree,no,no,no,telephone,jul,mon,127,7,nonexistent,no
13779,32,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,140,2,nonexistent,no
13781,40,technician,married,basic.9y,unknown,yes,no,telephone,may,thu,539,1,nonexistent,yes
13782,49,technician,married,professional.course,unknown,yes,no,telephone,may,tue,82,9,nonexistent,no
13783,27,housemaid,married,basic.9y,unknown,yes,no,telephone,jun,tue,614,4,nonexistent,no
13785,34,housemaid,divorced,university.degree,no,yes,yes,cellular,apr,fri,73,1,nonexistent,no
13786,43,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,fri,168,2,nonexistent,no
13787,31,admin.,single,high.school,no,yes,no,telephone,may,wed,260,1,nonexistent,no
13788,53,admin.,married,basic.9y,no,no,no,telephone,may,wed,35,1,nonexistent,no
13790,39,unemployed,married,professional.course,no,yes,no,telephone,jun,fri,136,6,nonexistent,no
13791,45,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,253,1,nonexistent,no
13792,45,admin.,divorced,high.school,unknown,yes,no,cellular,apr,mon,47,1,nonexistent,no
13793,38,unknown,married,unknown,unknown,no,no,telephone,may,mon,362,4,nonexistent,no
13794,34,admin.,single,university.degree,no,yes,no,cellular,jul,tue,819,3,nonexistent,yes
13795,38,admin.,single,university.degree,no,yes,yes,cellular,sep,tue,115,1,nonexistent,no
13796,50,technician,married,professional.course,no,no,yes,telephone,jun,mon,352,1,nonexistent,no
13797,52,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,mon,116,1,nonexistent,no
13798,36,management,married,university.degree,no,no,no,cellular,aug,thu,112,1,nonexistent,no
13799,36,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,133,1,nonexistent,no
13801,51,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,wed,254,1,failure,no
13802,36,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,499,3,nonexistent,no
13803,54,management,married,university.degree,no,no,no,cellular,apr,tue,243,1,nonexistent,yes
13804,39,admin.,married,university.degree,no,yes,yes,cellular,jul,wed,184,1,nonexistent,no
13805,48,admin.,married,professional.course,unknown,yes,no,telephone,jun,thu,49,2,nonexistent,no
13806,36,technician,married,university.degree,no,no,no,telephone,may,tue,309,2,nonexistent,no
13807,36,blue-collar,single,basic.9y,no,no,no,telephone,may,thu,333,3,nonexistent,no
13808,33,management,single,university.degree,no,no,no,cellular,oct,thu,119,3,nonexistent,no
13809,38,blue-collar,married,basic.4y,no,yes,no,telephone,may,thu,403,2,nonexistent,no
13810,57,services,married,unknown,no,no,no,cellular,nov,fri,58,2,nonexistent,no
13811,30,admin.,single,university.degree,no,no,no,telephone,aug,wed,156,1,failure,no
13814,31,management,single,university.degree,no,no,no,telephone,may,tue,169,1,nonexistent,no
13816,40,admin.,divorced,high.school,no,no,no,telephone,jun,thu,170,1,nonexistent,no
13817,36,services,married,high.school,no,no,no,telephone,jun,thu,316,2,nonexistent,no
13818,39,blue-collar,divorced,high.school,unknown,no,yes,cellular,may,fri,172,2,failure,no
13819,30,blue-collar,married,basic.9y,no,yes,no,cellular,nov,wed,175,1,failure,no
13820,58,self-employed,married,unknown,unknown,no,no,cellular,may,wed,250,2,nonexistent,no
13821,52,blue-collar,married,unknown,unknown,no,no,cellular,jul,fri,227,1,nonexistent,no
13822,33,technician,married,professional.course,no,yes,no,telephone,may,mon,349,4,nonexistent,no
13823,41,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,fri,150,2,failure,no
13825,29,services,married,professional.course,no,no,no,cellular,may,thu,1051,2,nonexistent,no
13826,30,admin.,divorced,university.degree,no,unknown,unknown,cellular,aug,fri,316,1,nonexistent,no
13827,55,admin.,divorced,university.degree,no,no,no,telephone,may,thu,370,1,nonexistent,no
13828,37,housemaid,married,basic.4y,unknown,yes,yes,telephone,may,fri,331,2,nonexistent,no
13829,30,management,married,university.degree,no,no,no,telephone,may,tue,851,4,nonexistent,no
13830,60,admin.,divorced,high.school,no,yes,no,cellular,jul,fri,144,1,nonexistent,no
13831,46,services,married,unknown,unknown,no,no,cellular,aug,mon,458,2,nonexistent,no
13832,55,entrepreneur,divorced,basic.9y,no,no,no,cellular,dec,fri,415,7,nonexistent,yes
13833,34,self-employed,single,university.degree,no,yes,yes,cellular,may,mon,309,2,nonexistent,no
13835,30,services,married,high.school,no,yes,no,cellular,may,tue,93,1,nonexistent,no
13836,43,admin.,married,university.degree,unknown,yes,no,cellular,aug,wed,120,1,nonexistent,no
13837,48,admin.,married,university.degree,no,yes,yes,cellular,nov,fri,89,1,failure,no
13839,49,services,divorced,basic.6y,unknown,yes,no,telephone,may,thu,173,1,nonexistent,no
13840,29,technician,married,professional.course,no,yes,no,telephone,may,mon,35,1,nonexistent,no
13841,52,self-employed,married,university.degree,no,no,no,telephone,may,tue,31,3,nonexistent,no
13842,37,blue-collar,married,high.school,no,yes,no,cellular,apr,mon,9,5,nonexistent,no
13843,28,blue-collar,single,high.school,unknown,yes,no,telephone,may,mon,149,7,nonexistent,no
13844,22,student,single,high.school,no,yes,no,cellular,may,tue,272,1,nonexistent,yes
13845,43,technician,married,basic.9y,no,no,no,telephone,jun,fri,67,2,nonexistent,no
13846,34,admin.,married,university.degree,no,no,no,telephone,may,tue,184,1,nonexistent,no
13847,54,housemaid,married,basic.4y,unknown,yes,no,cellular,aug,wed,523,3,nonexistent,yes
13848,49,technician,married,professional.course,no,no,yes,telephone,jun,thu,138,1,nonexistent,no
13849,31,admin.,married,university.degree,no,no,no,cellular,aug,tue,111,1,nonexistent,no
13850,32,unknown,unknown,university.degree,no,yes,yes,telephone,may,tue,40,1,nonexistent,no
13851,33,services,single,basic.6y,no,unknown,unknown,telephone,jun,wed,179,4,nonexistent,no
13852,25,blue-collar,single,basic.9y,no,yes,no,cellular,jul,mon,244,7,nonexistent,no
13853,60,admin.,single,university.degree,no,no,no,cellular,may,thu,87,1,nonexistent,no
13854,20,entrepreneur,single,high.school,no,no,yes,telephone,may,wed,680,1,nonexistent,no
13855,22,technician,single,university.degree,no,yes,no,cellular,jun,fri,127,2,nonexistent,no
13856,46,management,divorced,high.school,no,yes,no,cellular,nov,wed,191,2,failure,no
13857,50,entrepreneur,married,university.degree,no,no,no,cellular,nov,fri,48,1,failure,no
13858,31,services,married,basic.9y,no,yes,no,cellular,jun,mon,326,1,nonexistent,yes
13859,29,technician,single,high.school,no,no,no,cellular,jul,thu,91,1,nonexistent,no
13861,31,technician,single,high.school,no,yes,yes,cellular,aug,tue,768,1,nonexistent,yes
13862,36,blue-collar,married,basic.9y,no,yes,no,cellular,may,thu,113,2,nonexistent,no
13863,37,blue-collar,married,professional.course,unknown,no,no,telephone,may,tue,128,2,nonexistent,no
13864,47,services,divorced,high.school,no,yes,no,cellular,may,mon,953,3,nonexistent,no
13865,41,services,divorced,high.school,no,yes,no,cellular,may,mon,622,1,nonexistent,no
13866,31,housemaid,married,basic.9y,no,yes,no,cellular,jul,wed,219,1,nonexistent,no
13868,34,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,157,3,failure,no
13869,46,admin.,married,university.degree,no,yes,no,cellular,aug,mon,96,1,nonexistent,no
13870,49,self-employed,married,high.school,no,no,no,cellular,may,fri,532,3,nonexistent,yes
13871,45,technician,married,high.school,no,yes,no,telephone,may,tue,168,3,nonexistent,no
13872,56,services,single,high.school,no,yes,yes,cellular,nov,fri,12,4,nonexistent,no
13873,53,technician,married,unknown,no,yes,no,cellular,jul,thu,38,1,nonexistent,no
13874,31,blue-collar,single,high.school,no,yes,yes,cellular,jul,wed,870,1,nonexistent,yes
13875,38,admin.,married,professional.course,no,no,no,telephone,may,wed,314,2,nonexistent,no
13876,43,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,793,3,nonexistent,no
13877,53,services,married,high.school,no,yes,no,telephone,may,wed,413,6,nonexistent,no
13878,28,self-employed,single,university.degree,no,no,no,cellular,jun,mon,373,2,nonexistent,no
13879,38,technician,married,university.degree,no,yes,no,cellular,jun,wed,273,1,nonexistent,no
13880,44,blue-collar,married,basic.4y,no,no,yes,telephone,may,thu,59,1,nonexistent,no
13881,42,blue-collar,married,basic.6y,no,yes,no,telephone,may,wed,347,1,nonexistent,no
13882,41,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,73,2,nonexistent,no
13884,38,admin.,married,university.degree,no,yes,yes,cellular,may,fri,80,1,nonexistent,no
13885,28,blue-collar,married,high.school,no,yes,no,cellular,jul,mon,210,2,nonexistent,no
13886,37,management,married,university.degree,unknown,no,yes,cellular,may,thu,195,1,nonexistent,no
13887,43,entrepreneur,married,university.degree,no,no,yes,telephone,may,wed,363,4,nonexistent,no
13888,42,technician,married,professional.course,no,yes,no,cellular,aug,tue,607,3,nonexistent,yes
13889,42,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,mon,175,3,nonexistent,no
13890,54,services,married,high.school,unknown,no,no,cellular,apr,fri,402,1,failure,no
13891,25,technician,single,university.degree,no,no,no,telephone,jun,mon,92,6,nonexistent,no
13892,38,blue-collar,divorced,unknown,no,no,no,cellular,nov,tue,596,1,nonexistent,yes
13893,51,admin.,married,high.school,no,yes,no,cellular,nov,wed,121,3,nonexistent,no
13894,33,blue-collar,married,basic.6y,no,yes,no,cellular,may,wed,134,1,failure,no
13895,44,blue-collar,married,basic.4y,no,yes,no,cellular,jul,wed,214,1,nonexistent,no
13896,47,blue-collar,single,basic.4y,no,yes,no,cellular,may,fri,87,2,failure,no
13897,50,technician,married,professional.course,no,yes,no,telephone,may,fri,1003,1,nonexistent,no
13898,49,admin.,married,university.degree,no,no,no,cellular,jun,thu,259,2,nonexistent,yes
13899,41,blue-collar,married,high.school,no,yes,yes,cellular,jul,thu,126,6,nonexistent,no
13901,30,admin.,married,high.school,no,no,no,cellular,aug,thu,390,3,nonexistent,no
13902,42,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,thu,62,2,nonexistent,no
13903,33,services,married,professional.course,no,yes,yes,cellular,aug,thu,331,1,nonexistent,no
13904,29,technician,married,university.degree,no,no,yes,cellular,aug,wed,80,1,nonexistent,no
13905,35,technician,single,professional.course,no,yes,no,cellular,aug,thu,98,1,nonexistent,no
13906,48,services,divorced,high.school,no,yes,no,cellular,jul,mon,313,2,nonexistent,no
13907,39,unemployed,single,high.school,no,yes,no,cellular,jul,fri,90,2,nonexistent,no
13909,40,admin.,single,high.school,no,yes,no,cellular,jul,wed,353,5,nonexistent,no
13910,57,management,married,university.degree,no,no,no,cellular,nov,mon,62,1,nonexistent,no
13911,31,services,single,basic.9y,no,yes,no,cellular,jul,thu,753,2,nonexistent,yes
13912,43,blue-collar,married,basic.9y,no,no,no,cellular,jul,fri,379,3,nonexistent,no
13913,56,retired,married,basic.4y,no,no,no,cellular,aug,mon,97,1,nonexistent,no
13914,33,blue-collar,married,unknown,no,no,no,cellular,jul,mon,91,4,nonexistent,no
13915,35,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,mon,184,5,nonexistent,no
13916,22,student,single,basic.9y,no,no,no,cellular,mar,fri,84,1,failure,no
13917,36,blue-collar,married,high.school,no,no,no,telephone,jun,thu,272,1,nonexistent,no
13918,36,management,married,university.degree,no,unknown,unknown,telephone,jun,mon,192,1,nonexistent,no
13919,27,blue-collar,single,basic.9y,no,yes,no,cellular,may,tue,352,1,nonexistent,no
13921,51,admin.,married,university.degree,no,yes,no,telephone,may,wed,223,3,nonexistent,no
